GENE,tissue_count,plasma_count,gene_in_gtf,gene_in_tcga
hsa-miR-9-1,1,NA,FALSE,FALSE
HSP11,1,NA,FALSE,FALSE
HSULF-1,1,NA,FALSE,FALSE
HTLF,1,NA,FALSE,FALSE
HTR(TERC),1,NA,FALSE,FALSE
IFNA,1,NA,FALSE,FALSE
IL-12R β-2,1,NA,FALSE,FALSE
INK4A,1,NA,FALSE,FALSE
integrin α4,1,NA,FALSE,FALSE
ITMP3,1,NA,FALSE,FALSE
ITR,1,NA,FALSE,FALSE
KILLIN,1,NA,FALSE,FALSE
KR18,1,NA,FALSE,FALSE
KRATAP11-1,1,NA,FALSE,FALSE
KTN19,1,NA,FALSE,FALSE
KV1.3,1,NA,FALSE,FALSE
LAM,1,NA,FALSE,FALSE
LOT1,1,NA,FALSE,FALSE
LSD1,1,NA,FALSE,FALSE
MAD2,1,NA,FALSE,FALSE
MAGE-A1,1,NA,FALSE,FALSE
MAGE-A3,1,NA,FALSE,FALSE
MAPL13,1,NA,FALSE,FALSE
MAX.12.526,1,NA,FALSE,FALSE
MCJ,1,NA,FALSE,FALSE
MCT1,1,NA,FALSE,FALSE
MEGALIN,1,NA,FALSE,FALSE
MGC9712,1,NA,FALSE,FALSE
MINT12,1,NA,FALSE,FALSE
MINT32,1,NA,FALSE,FALSE
MIR124,1,NA,FALSE,FALSE
MIR-124A,1,NA,FALSE,FALSE
miR-128a,1,NA,FALSE,FALSE
miR-132,1,NA,FALSE,FALSE
miR-45b,1,NA,FALSE,FALSE
MiR-9-1,1,NA,FALSE,FALSE
miR-9-3,1,NA,FALSE,FALSE
MKP-2,1,NA,FALSE,FALSE
MLH2,1,NA,FALSE,FALSE
MMP-2,1,NA,FALSE,FALSE
MSI,1,NA,FALSE,FALSE
MY03A,1,NA,FALSE,FALSE
MYO,1,NA,FALSE,FALSE
N33,1,NA,FALSE,FALSE
NAG-1,1,NA,FALSE,FALSE
NELL,1,NA,FALSE,FALSE
NES1,1,NA,FALSE,FALSE
NIS,1,NA,FALSE,FALSE
Nm23-H1,1,NA,FALSE,FALSE
NMDAR2B,1,NA,FALSE,FALSE
NOEY2,1,NA,FALSE,FALSE
NOR1,1,NA,FALSE,FALSE
NORE1B,1,NA,FALSE,FALSE
NRSA2,1,NA,FALSE,FALSE
NTPX2,1,NA,FALSE,FALSE
NXPN1,1,NA,FALSE,FALSE
OCT6,1,NA,FALSE,FALSE
P101(PIK3R5),1,NA,FALSE,FALSE
P13K,1,NA,FALSE,FALSE
p300,1,NA,FALSE,FALSE
P3H2,1,NA,FALSE,FALSE
P3H3,1,NA,FALSE,FALSE
PAX5A,1,NA,FALSE,FALSE
PCSK,1,NA,FALSE,FALSE
PMSA,1,NA,FALSE,FALSE
PPOX1,1,NA,FALSE,FALSE
PSDD2,1,NA,FALSE,FALSE
PTHRP,1,NA,FALSE,FALSE
RASFF2,1,NA,FALSE,FALSE
RASSF5A,1,NA,FALSE,FALSE
REB25,1,NA,FALSE,FALSE
RFC,1,NA,FALSE,FALSE
RGC32,1,NA,FALSE,FALSE
RKIP,1,NA,FALSE,FALSE
RPR,1,NA,FALSE,FALSE
RSK4,1,NA,FALSE,FALSE
RSSF1A,1,NA,FALSE,FALSE
SDT-1,1,NA,FALSE,FALSE
SDT-2,1,NA,FALSE,FALSE
SEPTIN5,1,NA,FALSE,FALSE
SFRP3,1,NA,FALSE,FALSE
SLC12AB,1,NA,FALSE,FALSE
SLC32A,1,NA,FALSE,FALSE
SMAD,1,NA,FALSE,FALSE
SPDY1,1,NA,FALSE,FALSE
TCF2,1,NA,FALSE,FALSE
THP2,1,NA,FALSE,FALSE
THSR,1,NA,FALSE,FALSE
TIP30,1,NA,FALSE,FALSE
TITF1,1,NA,FALSE,FALSE
TM,1,NA,FALSE,FALSE
TNFRSF10A(DR4),1,NA,FALSE,FALSE
TRG,1,NA,FALSE,FALSE
TRβ2,1,NA,FALSE,FALSE
TSPY,1,NA,FALSE,FALSE
TTF-1,1,NA,FALSE,FALSE
TU3A,1,NA,FALSE,FALSE
TUNX3,1,NA,FALSE,FALSE
UBXD3,1,NA,FALSE,FALSE
UPL1A,1,NA,FALSE,FALSE
VMD2,1,NA,FALSE,FALSE
VOL4A2,1,NA,FALSE,FALSE
WT1_1,1,NA,FALSE,FALSE
XT3,1,NA,FALSE,FALSE
ZAC,1,NA,FALSE,FALSE
ZNF11,1,NA,FALSE,FALSE
ZNF1A1,1,NA,FALSE,FALSE
ZNF218,1,NA,FALSE,FALSE
ZNF545,1,NA,FALSE,FALSE
